passport,name,surname,flight_number,flight_date,airplane_license,airplane_model,airline_name,departure_airport,dep_city,dep_country,arrival_airport,arr_city,arr_country,baggage_belt,seat_number,flight_crew_license,flight_crew_role,flight_status_date,flight_status_hour,flight_status
CF6354547,Dale,Harrison,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,1B,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
ES5413166,Paula,Hammond,BA270,2025-07-05,APL1006,Model-1,BA,SIN,Singapore,Singapore,DXB,Dubai,UAE,7,22D,FWL2661,First Officer,2025-07-05,09:56:15,canceled
SS4697669,John,Thompson,AA126,2025-06-24,APL1003,Model-3,AA,CDG,Paris,France,HND,Tokyo,Japan,5,7B,FWL7512,First Officer,2025-06-24,02:39:58,on time
ZB4837937,David,Baker,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,20A,FWL4056,First Officer,2025-07-03,03:39:23,arrived
BS5918729,Elizabeth,Wright,BA270,2025-07-05,APL1006,Model-1,BA,SIN,Singapore,Singapore,DXB,Dubai,UAE,7,25A,FWL2661,First Officer,2025-07-05,09:56:15,canceled
TU1419502,Robert,Lopez,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,22B,FWL8317,Captain,2025-07-27,05:41:01,departed
CZ7998182,Shaun,Thomas,AA979,2025-07-23,APL1000,Model-0,AA,FRA,Frankfurt,Germany,JFK,New York,USA,3,29F,FWL1579,Flight Attendant,2025-07-23,07:46:46,delayed
TK2280528,Melanie,Wilson,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,27C,FWL5278,Captain,2025-07-14,05:31:11,departed
EM2403927,Maria,Black,AA533,2025-07-17,APL1001,Model-1,AA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,5,17D,FWL6238,Flight Attendant,2025-07-17,13:50:19,arrived
RM9006026,Michelle,Baker,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,26D,FWL8317,Captain,2025-07-27,05:41:01,departed
MQ2948620,Joyce,Rodriguez,AF662,2025-08-01,APL1007,Model-2,AF,CDG,Paris,France,JFK,New York,USA,5,26F,FWL8869,Captain,2025-08-01,16:03:49,departed
HI5285368,Michael,Matthews,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,14B,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
TE3758808,Dawn,Lopez,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,25B,FWL8317,Captain,2025-07-27,05:41:01,departed
KK2149696,Nicole,Garza,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,20E,FWL9907,Captain,2025-06-19,18:44:34,canceled
XH6211764,Justin,Hampton,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,7A,FWL3435,Captain,2025-06-29,02:06:45,arrived
NZ3586857,Crystal,Mitchell,DL519,2025-07-18,APL1008,Model-3,DL,AMS,Amsterdam,Netherlands,HND,Tokyo,Japan,2,8E,FWL1813,First Officer,2025-07-18,17:08:45,delayed
NZ3586857,Crystal,Mitchell,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,21B,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
NZ5271378,Deborah,Garrison,DL700,2025-06-22,APL1002,Model-2,DL,LHR,London,UK,AMS,Amsterdam,Netherlands,7,12A,FWL2655,First Officer,2025-06-22,12:40:49,departed
BL3209859,Darryl,Bush,UA430,2025-07-29,APL1002,Model-2,UA,CDG,Paris,France,DXB,Dubai,UAE,3,21E,FWL6846,Captain,2025-07-29,14:50:41,on time
KP0321230,Tiffany,Smith,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,18D,FWL3435,Captain,2025-06-29,02:06:45,arrived
OP6768635,Cindy,Dunn,UA705,2025-06-24,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,20C,FWL9882,First Officer,2025-06-24,06:38:47,arrived
YZ9805192,Ryan,Moss,DL382,2025-07-19,APL1006,Model-1,DL,CDG,Paris,France,MAD,Madrid,Spain,1,7D,FWL7484,First Officer,2025-07-19,16:30:11,deviated
AY2616192,Timothy,Mullen,AF594,2025-08-11,APL1000,Model-0,AF,DXB,Dubai,UAE,CDG,Paris,France,2,16B,FWL6424,Captain,2025-08-11,01:12:26,on time
TH3857283,Scott,Tanner,AF594,2025-08-11,APL1000,Model-0,AF,DXB,Dubai,UAE,CDG,Paris,France,2,18D,FWL6424,Captain,2025-08-11,01:12:26,on time
KP0321230,Tiffany,Smith,BA900,2025-08-15,APL1005,Model-0,BA,SIN,Singapore,Singapore,AMS,Amsterdam,Netherlands,9,19C,FWL6269,First Officer,2025-08-15,15:56:19,delayed
YZ9805192,Ryan,Moss,AF898,2025-07-09,APL1001,Model-1,AF,HND,Tokyo,Japan,AMS,Amsterdam,Netherlands,8,5F,FWL8750,Captain,2025-07-09,12:09:18,on time
RY3706617,Justin,Lee,AF898,2025-07-09,APL1001,Model-1,AF,HND,Tokyo,Japan,AMS,Amsterdam,Netherlands,8,8D,FWL8750,Captain,2025-07-09,12:09:18,on time
SH9854339,David,Miller,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,7E,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
LG1775718,Regina,Clark,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,26E,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
QK5592723,Marie,Chavez,BA223,2025-08-12,APL1008,Model-3,BA,LAX,Los Angeles,USA,FRA,Frankfurt,Germany,2,25F,FWL2481,Captain,2025-08-12,15:07:56,delayed
EY3008687,Jeremy,Sullivan,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,27B,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
IY5773012,Susan,Saunders,AA126,2025-06-24,APL1003,Model-3,AA,CDG,Paris,France,HND,Tokyo,Japan,5,28A,FWL7512,First Officer,2025-06-24,02:39:58,on time
GT5400895,Ian,Payne,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,8C,FWL3435,Captain,2025-06-29,02:06:45,arrived
OG7095776,Stephanie,Johnson,AA126,2025-06-24,APL1003,Model-3,AA,CDG,Paris,France,HND,Tokyo,Japan,5,3F,FWL7512,First Officer,2025-06-24,02:39:58,on time
HF7339721,Jason,Wilkinson,BA100,2025-07-06,APL1005,Model-0,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,6,20F,FWL1975,Captain,2025-07-06,05:03:57,delayed
QV7260113,Victoria,Ford,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,23E,FWL9907,Captain,2025-06-19,18:44:34,canceled
PZ6082691,Amanda,Beck,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,6F,FWL5593,First Officer,2025-07-28,08:39:57,delayed
VK1555659,Gregory,Gardner,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,1B,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
GW5656538,Alexandria,Johnson,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,7A,FWL9907,Captain,2025-06-19,18:44:34,canceled
LS3381866,Tracy,Figueroa,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,15E,FWL5278,Captain,2025-07-14,05:31:11,departed
DV4752892,Peter,Robinson,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,2C,FWL4157,Captain,2025-08-13,22:02:00,on time
RT8796352,Ashlee,Barker,UA927,2025-07-11,APL1008,Model-3,UA,DXB,Dubai,UAE,MAD,Madrid,Spain,1,1B,FWL7342,Flight Attendant,2025-07-11,07:58:55,canceled
FM9710563,Robert,Mooney,AF734,2025-08-13,APL1009,Model-4,AF,FRA,Frankfurt,Germany,HND,Tokyo,Japan,8,25D,FWL1999,Captain,2025-08-13,04:49:16,on time
BL4263778,Marissa,Jones,BA648,2025-06-30,APL1007,Model-2,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,1,13D,FWL9226,Flight Attendant,2025-06-30,20:58:05,delayed
XQ3457027,Lori,Duarte,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,1F,FWL5278,Captain,2025-07-14,05:31:11,departed
WZ8807398,Jessica,Lee,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,18C,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
WD7719150,Jamie,Campos,AF662,2025-08-01,APL1007,Model-2,AF,CDG,Paris,France,JFK,New York,USA,5,12C,FWL8869,Captain,2025-08-01,16:03:49,departed
HK3576006,Dalton,Larson,AA696,2025-07-03,APL1009,Model-4,AA,HND,Tokyo,Japan,LHR,London,UK,8,20B,FWL3110,Captain,2025-07-03,15:32:49,departed
ME7174956,Jennifer,Moon,BA100,2025-07-06,APL1005,Model-0,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,6,19A,FWL1975,Captain,2025-07-06,05:03:57,delayed
PN3333151,Harold,Shelton,UA946,2025-07-24,APL1009,Model-4,UA,JFK,New York,USA,FRA,Frankfurt,Germany,6,14E,FWL7492,Flight Attendant,2025-07-24,03:34:54,arrived
FL0364141,Patricia,Lyons,AF594,2025-08-11,APL1000,Model-0,AF,DXB,Dubai,UAE,CDG,Paris,France,2,3E,FWL6424,Captain,2025-08-11,01:12:26,on time
DG6851882,Yesenia,Henderson,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,4E,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
BA9855741,Timothy,Shea,AA450,2025-07-01,APL1002,Model-2,AA,DXB,Dubai,UAE,CDG,Paris,France,2,19C,FWL6536,Flight Attendant,2025-07-01,13:08:33,canceled
RP8177548,Charles,Jacobson,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,19D,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
ZV6609821,Sharon,Thomas,DL382,2025-07-19,APL1006,Model-1,DL,CDG,Paris,France,MAD,Madrid,Spain,1,11D,FWL7484,First Officer,2025-07-19,16:30:11,deviated
AO0529086,Megan,Jarvis,AF662,2025-08-01,APL1007,Model-2,AF,CDG,Paris,France,JFK,New York,USA,5,1D,FWL8869,Captain,2025-08-01,16:03:49,departed
EP7189103,Tom,Brown,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,3D,FWL3435,Captain,2025-06-29,02:06:45,arrived
AU2150722,Michael,Pennington,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,23B,FWL4157,Captain,2025-08-13,22:02:00,on time
NZ5271378,Deborah,Garrison,DL700,2025-06-22,APL1002,Model-2,DL,LHR,London,UK,AMS,Amsterdam,Netherlands,7,12E,FWL2655,First Officer,2025-06-22,12:40:49,departed
JS6112203,Heather,Turner,AA979,2025-07-23,APL1000,Model-0,AA,FRA,Frankfurt,Germany,JFK,New York,USA,3,23C,FWL1579,Flight Attendant,2025-07-23,07:46:46,delayed
CB1662644,Marvin,Ware,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,3D,FWL9907,Captain,2025-06-19,18:44:34,canceled
LX0111373,Richard,Conley,UA705,2025-08-13,APL1007,Model-2,UA,FRA,Frankfurt,Germany,AMS,Amsterdam,Netherlands,1,18B,FWL4817,Flight Attendant,2025-08-13,01:25:57,arrived
ZB4837937,David,Baker,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,12B,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
UN6547056,Joshua,Klein,AF734,2025-08-13,APL1009,Model-4,AF,FRA,Frankfurt,Germany,HND,Tokyo,Japan,8,6F,FWL1999,Captain,2025-08-13,04:49:16,on time
DL2208961,Amber,Ford,UA314,2025-07-21,APL1003,Model-3,UA,LHR,London,UK,LAX,Los Angeles,USA,1,13B,FWL7323,First Officer,2025-07-21,18:45:49,departed
RF1837588,Ryan,Hess,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,7B,FWL3435,Captain,2025-06-29,02:06:45,arrived
ED5959828,Janet,Jones,UA225,2025-06-21,APL1000,Model-0,UA,SIN,Singapore,Singapore,JFK,New York,USA,7,27E,FWL7471,First Officer,2025-06-21,04:23:06,canceled
HJ6281353,William,Terrell,DL176,2025-07-16,APL1003,Model-3,DL,CDG,Paris,France,MAD,Madrid,Spain,8,7A,FWL8635,First Officer,2025-07-16,17:34:54,arrived
OG7095776,Stephanie,Johnson,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,22D,FWL4157,Captain,2025-08-13,22:02:00,on time
IZ9264523,Renee,Owen,DL519,2025-07-18,APL1008,Model-3,DL,AMS,Amsterdam,Netherlands,HND,Tokyo,Japan,2,18D,FWL1813,First Officer,2025-07-18,17:08:45,delayed
YZ9805192,Ryan,Moss,AA696,2025-07-03,APL1009,Model-4,AA,HND,Tokyo,Japan,LHR,London,UK,8,25E,FWL3110,Captain,2025-07-03,15:32:49,departed
WE2738720,Ronald,Miller,UA188,2025-07-07,APL1008,Model-3,UA,SIN,Singapore,Singapore,JFK,New York,USA,5,28D,FWL4974,First Officer,2025-07-07,06:55:11,arrived
CZ7998182,Shaun,Thomas,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,17C,FWL5625,First Officer,2025-06-29,17:29:58,departed
FZ3690557,Steven,Mosley,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,25B,FWL4157,Captain,2025-08-13,22:02:00,on time
SA5366644,Kevin,Jones,UA569,2025-06-21,APL1001,Model-1,UA,MAD,Madrid,Spain,LHR,London,UK,2,23E,FWL2020,First Officer,2025-06-21,08:34:16,arrived
AO0529086,Megan,Jarvis,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,23A,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
JZ6568720,John,King,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,7D,FWL4157,Captain,2025-08-13,22:02:00,on time
NU7117287,Suzanne,Ingram,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,11C,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
AI8689082,Monica,Thompson,UA946,2025-07-24,APL1009,Model-4,UA,JFK,New York,USA,FRA,Frankfurt,Germany,6,18C,FWL7492,Flight Attendant,2025-07-24,03:34:54,arrived
CT8555313,Mary,Vasquez,AF734,2025-08-13,APL1009,Model-4,AF,FRA,Frankfurt,Germany,HND,Tokyo,Japan,8,16E,FWL1999,Captain,2025-08-13,04:49:16,on time
LX0111373,Richard,Conley,UA705,2025-06-24,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,6D,FWL9882,First Officer,2025-06-24,06:38:47,arrived
RZ5776049,Natasha,Moran,UA705,2025-06-24,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,28D,FWL9882,First Officer,2025-06-24,06:38:47,arrived
ZS3593378,Tracy,West,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,6E,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
CF6354547,Dale,Harrison,DL519,2025-07-18,APL1008,Model-3,DL,AMS,Amsterdam,Netherlands,HND,Tokyo,Japan,2,15A,FWL1813,First Officer,2025-07-18,17:08:45,delayed
WW6545784,Breanna,Carter,UA225,2025-06-21,APL1000,Model-0,UA,SIN,Singapore,Singapore,JFK,New York,USA,7,18D,FWL7471,First Officer,2025-06-21,04:23:06,canceled
QS6125292,Mark,Ramirez,AA793,2025-07-20,APL1004,Model-4,AA,HND,Tokyo,Japan,CDG,Paris,France,9,5F,FWL5093,Captain,2025-07-20,08:31:34,on time
SS4697669,John,Thompson,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,26A,FWL8317,Captain,2025-07-27,05:41:01,departed
GU0778368,Melissa,Roberson,DL700,2025-06-22,APL1002,Model-2,DL,LHR,London,UK,AMS,Amsterdam,Netherlands,7,16B,FWL2655,First Officer,2025-06-22,12:40:49,departed
FT8018134,Jonathan,Mcconnell,AA450,2025-07-01,APL1002,Model-2,AA,DXB,Dubai,UAE,CDG,Paris,France,2,24C,FWL6536,Flight Attendant,2025-07-01,13:08:33,canceled
HM0444022,Sarah,Wilkins,BA900,2025-08-15,APL1005,Model-0,BA,SIN,Singapore,Singapore,AMS,Amsterdam,Netherlands,9,9E,FWL6269,First Officer,2025-08-15,15:56:19,delayed
NT2089414,Brianna,Johnson,UA188,2025-07-07,APL1008,Model-3,UA,SIN,Singapore,Singapore,JFK,New York,USA,5,26A,FWL4974,First Officer,2025-07-07,06:55:11,arrived
KN9654137,Samantha,Faulkner,UA188,2025-07-07,APL1008,Model-3,UA,SIN,Singapore,Singapore,JFK,New York,USA,5,14C,FWL4974,First Officer,2025-07-07,06:55:11,arrived
ZB4837937,David,Baker,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,4D,FWL2584,Captain,2025-07-05,04:19:10,delayed
OX8796751,Dennis,Hall,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,12C,FWL3435,Captain,2025-06-29,02:06:45,arrived
WD7719150,Jamie,Campos,AF594,2025-08-11,APL1000,Model-0,AF,DXB,Dubai,UAE,CDG,Paris,France,2,30C,FWL6424,Captain,2025-08-11,01:12:26,on time
YX8265135,Laura,Key,BA329,2025-08-03,APL1005,Model-0,BA,FRA,Frankfurt,Germany,DXB,Dubai,UAE,10,14A,FWL7108,Captain,2025-08-03,18:11:29,delayed
MQ2948620,Joyce,Rodriguez,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,20B,FWL4157,Captain,2025-08-13,22:02:00,on time
RB6780044,Danielle,Brown,DL519,2025-07-18,APL1008,Model-3,DL,AMS,Amsterdam,Netherlands,HND,Tokyo,Japan,2,12C,FWL1813,First Officer,2025-07-18,17:08:45,delayed
ZD3534220,David,Knight,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,22E,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
HM0444022,Sarah,Wilkins,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,24D,FWL5593,First Officer,2025-07-28,08:39:57,delayed
OG7095776,Stephanie,Johnson,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,20C,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
KJ4592686,Rose,Thompson,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,5B,FWL2584,Captain,2025-07-05,04:19:10,delayed
FD7053856,Robert,Ramirez,DL700,2025-06-22,APL1002,Model-2,DL,LHR,London,UK,AMS,Amsterdam,Netherlands,7,21E,FWL2655,First Officer,2025-06-22,12:40:49,departed
RT9700200,Jennifer,Dixon,BA100,2025-07-06,APL1005,Model-0,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,6,3A,FWL1975,Captain,2025-07-06,05:03:57,delayed
SH9854339,David,Miller,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,8C,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
ID3878394,Jennifer,Savage,UA927,2025-07-11,APL1008,Model-3,UA,DXB,Dubai,UAE,MAD,Madrid,Spain,1,19F,FWL7342,Flight Attendant,2025-07-11,07:58:55,canceled
YO6686104,Jacqueline,Barnes,AA126,2025-06-24,APL1003,Model-3,AA,CDG,Paris,France,HND,Tokyo,Japan,5,26C,FWL7512,First Officer,2025-06-24,02:39:58,on time
IY0991942,Adrian,Harris,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,12F,FWL5593,First Officer,2025-07-28,08:39:57,delayed
QV7260113,Victoria,Ford,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,14B,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
AB6997406,Carolyn,Morales,BA329,2025-08-03,APL1005,Model-0,BA,FRA,Frankfurt,Germany,DXB,Dubai,UAE,10,5F,FWL7108,Captain,2025-08-03,18:11:29,delayed
CL6319080,Benjamin,Williams,BA648,2025-06-30,APL1007,Model-2,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,1,9F,FWL9226,Flight Attendant,2025-06-30,20:58:05,delayed
OG7095776,Stephanie,Johnson,BA204,2025-07-07,APL1002,Model-2,BA,LHR,London,UK,JFK,New York,USA,7,6D,FWL7098,Flight Attendant,2025-07-07,05:27:30,arrived
FK9568730,Lindsey,Juarez,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,3D,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
FL2283554,Daniel,Cline,UA188,2025-07-07,APL1008,Model-3,UA,SIN,Singapore,Singapore,JFK,New York,USA,5,2D,FWL4974,First Officer,2025-07-07,06:55:11,arrived
QZ5413403,Shirley,Carter,DL382,2025-07-19,APL1006,Model-1,DL,CDG,Paris,France,MAD,Madrid,Spain,1,3A,FWL7484,First Officer,2025-07-19,16:30:11,deviated
NX3788211,Michelle,Clark,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,5A,FWL4056,First Officer,2025-07-03,03:39:23,arrived
QP2656047,Allison,Parks,BA900,2025-08-15,APL1005,Model-0,BA,SIN,Singapore,Singapore,AMS,Amsterdam,Netherlands,9,8B,FWL6269,First Officer,2025-08-15,15:56:19,delayed
EF9421081,Jennifer,Rose,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,21B,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
CF6354547,Dale,Harrison,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,11A,FWL5278,Captain,2025-07-14,05:31:11,departed
FF0629802,Timothy,Love,BA648,2025-06-30,APL1007,Model-2,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,1,12C,FWL9226,Flight Attendant,2025-06-30,20:58:05,delayed
ZB4837937,David,Baker,AA286,2025-07-26,APL1009,Model-4,AA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,18C,FWL3304,First Officer,2025-07-26,13:54:07,deviated
FL2283554,Daniel,Cline,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,5F,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
CZ7998182,Shaun,Thomas,UA946,2025-07-24,APL1009,Model-4,UA,JFK,New York,USA,FRA,Frankfurt,Germany,6,19E,FWL7492,Flight Attendant,2025-07-24,03:34:54,arrived
BA8967482,Emily,Martin,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,24F,FWL2584,Captain,2025-07-05,04:19:10,delayed
CT5393120,Kevin,Estes,UA430,2025-07-29,APL1002,Model-2,UA,CDG,Paris,France,DXB,Dubai,UAE,3,17F,FWL6846,Captain,2025-07-29,14:50:41,on time
LJ8497285,Susan,Lindsey,BA900,2025-08-15,APL1005,Model-0,BA,SIN,Singapore,Singapore,AMS,Amsterdam,Netherlands,9,12D,FWL6269,First Officer,2025-08-15,15:56:19,delayed
CZ7998182,Shaun,Thomas,AA696,2025-07-03,APL1009,Model-4,AA,HND,Tokyo,Japan,LHR,London,UK,8,26A,FWL3110,Captain,2025-07-03,15:32:49,departed
PN3333151,Harold,Shelton,DL176,2025-07-16,APL1003,Model-3,DL,CDG,Paris,France,MAD,Madrid,Spain,8,20A,FWL8635,First Officer,2025-07-16,17:34:54,arrived
RX0402501,Sean,Baker,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,9C,FWL5278,Captain,2025-07-14,05:31:11,departed
UV8037131,Samuel,Holt,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,18A,FWL8317,Captain,2025-07-27,05:41:01,departed
II8891392,Peter,Finley,DL382,2025-07-19,APL1006,Model-1,DL,CDG,Paris,France,MAD,Madrid,Spain,1,16C,FWL7484,First Officer,2025-07-19,16:30:11,deviated
BF2021263,Latoya,Benson,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,14C,FWL5593,First Officer,2025-07-28,08:39:57,delayed
OI9546078,Michael,Kirby,AA979,2025-07-23,APL1000,Model-0,AA,FRA,Frankfurt,Germany,JFK,New York,USA,3,18C,FWL1579,Flight Attendant,2025-07-23,07:46:46,delayed
NO7108629,David,Lawrence,DL700,2025-06-22,APL1002,Model-2,DL,LHR,London,UK,AMS,Amsterdam,Netherlands,7,18D,FWL2655,First Officer,2025-06-22,12:40:49,departed
YX1819934,James,Jackson,UA225,2025-06-21,APL1000,Model-0,UA,SIN,Singapore,Singapore,JFK,New York,USA,7,6F,FWL7471,First Officer,2025-06-21,04:23:06,canceled
QP2656047,Allison,Parks,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,8C,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
OG7095776,Stephanie,Johnson,UA430,2025-07-29,APL1002,Model-2,UA,CDG,Paris,France,DXB,Dubai,UAE,3,21B,FWL6846,Captain,2025-07-29,14:50:41,on time
FT8018134,Jonathan,Mcconnell,DL382,2025-07-19,APL1006,Model-1,DL,CDG,Paris,France,MAD,Madrid,Spain,1,26E,FWL7484,First Officer,2025-07-19,16:30:11,deviated
VQ3410183,Caitlin,Turner,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,21F,FWL9907,Captain,2025-06-19,18:44:34,canceled
BS5918729,Elizabeth,Wright,AF734,2025-08-13,APL1009,Model-4,AF,FRA,Frankfurt,Germany,HND,Tokyo,Japan,8,14B,FWL1999,Captain,2025-08-13,04:49:16,on time
WZ8807398,Jessica,Lee,UA946,2025-07-24,APL1009,Model-4,UA,JFK,New York,USA,FRA,Frankfurt,Germany,6,5C,FWL7492,Flight Attendant,2025-07-24,03:34:54,arrived
JF3737820,Kyle,Reed,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,15E,FWL2584,Captain,2025-07-05,04:19:10,delayed
